Mod:Item:MetaData, Localized Name
tconstruct:scythe_head:0, Diamond Scythe Head
tconstruct:scythe_head:0, Emerald Scythe Head
tconstruct:scythe_head:0, Tin Scythe Head
tconstruct:scythe_head:0, Zinc Scythe Head
tconstruct:scythe_head:0, Brass Scythe Head
tconstruct:scythe_head:0, Nickel Scythe Head
tconstruct:scythe_head:0, Aluminum Scythe Head
tconstruct:scythe_head:0, Aluminum Brass Scythe Head
tconstruct:scythe_head:0, Fairy Scythe Head
tconstruct:scythe_head:0, Pokefennium Scythe Head
tconstruct:scythe_head:0, Red Aurum Scythe Head
tconstruct:scythe_head:0, Drulloy Scythe Head
tconstruct:scythe_head:0, Alumite Scythe Head
tconstruct:scythe_head:0, Treated Wood Scythe Head
tconstruct:scythe_head:0, Constantan Scythe Head
tconstruct:pan_head:0, Topaz Pan
tconstruct:pan_head:0, Malachite Pan
tconstruct:pan_head:0, Peridot Pan
tconstruct:pan_head:0, Tanzanite Pan
tconstruct:pan_head:0, Ruby Pan
tconstruct:pan_head:0, Sapphire Pan
tconstruct:pan_head:0, Amber Pan
tconstruct:pan_head:0, Wooden Pan
tconstruct:pan_head:0, Stone Pan
tconstruct:pan_head:0, Flint Pan
tconstruct:pan_head:0, Cactus Pan
tconstruct:pan_head:0, Bone Pan
tconstruct:pan_head:0, Obsidian Pan
tconstruct:pan_head:0, Prismarine Pan
tconstruct:pan_head:0, End Pan
tconstruct:pan_head:0, Paper Pan
tconstruct:pan_head:0, Sponge Pan
tconstruct:pan_head:0, Firewood Pan
tconstruct:pan_head:0, Iron Pan
tconstruct:pan_head:0, Pig Iron Pan
tconstruct:pan_head:0, Knightslime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Magma Slime Pan
tconstruct:pan_head:0, Netherrack Pan
tconstruct:pan_head:0, Cobalt Pan
tconstruct:pan_head:0, Ardite Pan
tconstruct:pan_head:0, Manyullyn Pan
tconstruct:pan_head:0, Copper Pan
tconstruct:pan_head:0, Bronze Pan
tconstruct:pan_head:0, Lead Pan
tconstruct:pan_head:0, Silver Pan
tconstruct:pan_head:0, Electrum Pan
tconstruct:pan_head:0, Steel Pan
tconstruct:pan_head:0, Gold Pan
tconstruct:pan_head:0, Quartz Pan
tconstruct:pan_head:0, Diamond Pan
tconstruct:pan_head:0, Emerald Pan
tconstruct:pan_head:0, Tin Pan
tconstruct:pan_head:0, Zinc Pan
tconstruct:pan_head:0, Brass Pan
tconstruct:pan_head:0, Nickel Pan
tconstruct:pan_head:0, Aluminum Pan
tconstruct:pan_head:0, Aluminum Brass Pan
tconstruct:pan_head:0, Fairy Pan
tconstruct:pan_head:0, Pokefennium Pan
tconstruct:pan_head:0, Red Aurum Pan
tconstruct:pan_head:0, Drulloy Pan
tconstruct:pan_head:0, Alumite Pan
tconstruct:pan_head:0, Treated Wood Pan
tconstruct:pan_head:0, Constantan Pan
tconstruct:sign_head:0, Topaz Sign Plate
tconstruct:sign_head:0, Malachite Sign Plate
tconstruct:sign_head:0, Peridot Sign Plate
tconstruct:sign_head:0, Tanzanite Sign Plate
tconstruct:sign_head:0, Ruby Sign Plate
tconstruct:sign_head:0, Sapphire Sign Plate
tconstruct:sign_head:0, Amber Sign Plate
tconstruct:sign_head:0, Wooden Sign Plate
tconstruct:sign_head:0, Stone Sign Plate
tconstruct:sign_head:0, Flint Sign Plate
tconstruct:sign_head:0, Cactus Sign Plate
tconstruct:sign_head:0, Bone Sign Plate
tconstruct:sign_head:0, Obsidian Sign Plate
tconstruct:sign_head:0, Prismarine Sign Plate
tconstruct:sign_head:0, End Sign Plate
tconstruct:sign_head:0, Paper Sign Plate
tconstruct:sign_head:0, Sponge Sign Plate
tconstruct:sign_head:0, Firewood Sign Plate
tconstruct:sign_head:0, Iron Sign Plate
tconstruct:sign_head:0, Pig Iron Sign Plate
tconstruct:sign_head:0, Knightslime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Magma Slime Sign Plate
tconstruct:sign_head:0, Netherrack Sign Plate
tconstruct:sign_head:0, Cobalt Sign Plate
tconstruct:sign_head:0, Ardite Sign Plate
tconstruct:sign_head:0, Manyullyn Sign Plate
tconstruct:sign_head:0, Copper Sign Plate
tconstruct:sign_head:0, Bronze Sign Plate
tconstruct:sign_head:0, Lead Sign Plate
tconstruct:sign_head:0, Silver Sign Plate
tconstruct:sign_head:0, Electrum Sign Plate
tconstruct:sign_head:0, Steel Sign Plate
tconstruct:sign_head:0, Gold Sign Plate
tconstruct:sign_head:0, Quartz Sign Plate
tconstruct:sign_head:0, Diamond Sign Plate
tconstruct:sign_head:0, Emerald Sign Plate
tconstruct:sign_head:0, Tin Sign Plate
tconstruct:sign_head:0, Zinc Sign Plate
tconstruct:sign_head:0, Brass Sign Plate
tconstruct:sign_head:0, Nickel Sign Plate
tconstruct:sign_head:0, Aluminum Sign Plate
tconstruct:sign_head:0, Aluminum Brass Sign Plate
tconstruct:sign_head:0, Fairy Sign Plate
tconstruct:sign_head:0, Pokefennium Sign Plate
tconstruct:sign_head:0, Red Aurum Sign Plate
tconstruct:sign_head:0, Drulloy Sign Plate
tconstruct:sign_head:0, Alumite Sign Plate
tconstruct:sign_head:0, Treated Wood Sign Plate
tconstruct:sign_head:0, Constantan Sign Plate
tconstruct:tool_rod:0, Topaz Tool Rod
tconstruct:tool_rod:0, Malachite Tool Rod
tconstruct:tool_rod:0, Peridot Tool Rod
tconstruct:tool_rod:0, Tanzanite Tool Rod
tconstruct:tool_rod:0, Ruby Tool Rod
tconstruct:tool_rod:0, Sapphire Tool Rod
tconstruct:tool_rod:0, Amber Tool Rod
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Gold Tool Rod
tconstruct:tool_rod:0, Quartz Tool Rod
tconstruct:tool_rod:0, Diamond Tool Rod
tconstruct:tool_rod:0, Emerald Tool Rod
tconstruct:tool_rod:0, Tin Tool Rod
tconstruct:tool_rod:0, Zinc Tool Rod
tconstruct:tool_rod:0, Brass Tool Rod
tconstruct:tool_rod:0, Nickel Tool Rod
tconstruct:tool_rod:0, Aluminum Tool Rod
tconstruct:tool_rod:0, Aluminum Brass Tool Rod
tconstruct:tool_rod:0, Fairy Tool Rod
tconstruct:tool_rod:0, Pokefennium Tool Rod
tconstruct:tool_rod:0, Red Aurum Tool Rod
tconstruct:tool_rod:0, Drulloy Tool Rod
tconstruct:tool_rod:0, Alumite Tool Rod
tconstruct:tool_rod:0, Treated Wood Tool Rod
tconstruct:tool_rod:0, Constantan Tool Rod
tconstruct:tough_tool_rod:0, Topaz Tough Tool Rod
tconstruct:tough_tool_rod:0, Malachite Tough Tool Rod
tconstruct:tough_tool_rod:0, Peridot Tough Tool Rod
tconstruct:tough_tool_rod:0, Tanzanite Tough Tool Rod
tconstruct:tough_tool_rod:0, Ruby Tough Tool Rod
tconstruct:tough_tool_rod:0, Sapphire Tough Tool Rod
tconstruct:tough_tool_rod:0, Amber Tough Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Gold Tough Tool Rod
tconstruct:tough_tool_rod:0, Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Diamond Tough Tool Rod
tconstruct:tough_tool_rod:0, Emerald Tough Tool Rod
tconstruct:tough_tool_rod:0, Tin Tough Tool Rod
tconstruct:tough_tool_rod:0, Zinc Tough Tool Rod
tconstruct:tough_tool_rod:0, Brass Tough Tool Rod
tconstruct:tough_tool_rod:0, Nickel Tough Tool Rod
tconstruct:tough_tool_rod:0, Aluminum Tough Tool Rod
tconstruct:tough_tool_rod:0, Aluminum Brass Tough Tool Rod
tconstruct:tough_tool_rod:0, Fairy Tough Tool Rod
tconstruct:tough_tool_rod:0, Pokefennium Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Aurum Tough Tool Rod
tconstruct:tough_tool_rod:0, Drulloy Tough Tool Rod
tconstruct:tough_tool_rod:0, Alumite Tough Tool Rod
tconstruct:tough_tool_rod:0, Treated Wood Tough Tool Rod
tconstruct:tough_tool_rod:0, Constantan Tough Tool Rod
tconstruct:binding:0, Topaz Binding
tconstruct:binding:0, Malachite Binding
tconstruct:binding:0, Peridot Binding
tconstruct:binding:0, Tanzanite Binding
tconstruct:binding:0, Ruby Binding
tconstruct:binding:0, Sapphire Binding
tconstruct:binding:0, Amber Binding
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Gold Binding
tconstruct:binding:0, Quartz Binding
tconstruct:binding:0, Diamond Binding
tconstruct:binding:0, Emerald Binding
tconstruct:binding:0, Tin Binding
tconstruct:binding:0, Zinc Binding
tconstruct:binding:0, Brass Binding
tconstruct:binding:0, Nickel Binding
tconstruct:binding:0, Aluminum Binding
tconstruct:binding:0, Aluminum Brass Binding
tconstruct:binding:0, Fairy Binding
tconstruct:binding:0, Pokefennium Binding
tconstruct:binding:0, Red Aurum Binding
tconstruct:binding:0, Drulloy Binding
tconstruct:binding:0, Alumite Binding
tconstruct:binding:0, Treated Wood Binding
tconstruct:binding:0, Constantan Binding
tconstruct:tough_binding:0, Topaz Tough Binding
tconstruct:tough_binding:0, Malachite Tough Binding
tconstruct:tough_binding:0, Peridot Tough Binding
tconstruct:tough_binding:0, Tanzanite Tough Binding
tconstruct:tough_binding:0, Ruby Tough Binding
tconstruct:tough_binding:0, Sapphire Tough Binding
tconstruct:tough_binding:0, Amber Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Gold Tough Binding
tconstruct:tough_binding:0, Quartz Tough Binding
tconstruct:tough_binding:0, Diamond Tough Binding
tconstruct:tough_binding:0, Emerald Tough Binding
tconstruct:tough_binding:0, Tin Tough Binding
tconstruct:tough_binding:0, Zinc Tough Binding
tconstruct:tough_binding:0, Brass Tough Binding
tconstruct:tough_binding:0, Nickel Tough Binding
tconstruct:tough_binding:0, Aluminum Tough Binding
tconstruct:tough_binding:0, Aluminum Brass Tough Binding
tconstruct:tough_binding:0, Fairy Tough Binding
tconstruct:tough_binding:0, Pokefennium Tough Binding
tconstruct:tough_binding:0, Red Aurum Tough Binding
tconstruct:tough_binding:0, Drulloy Tough Binding
tconstruct:tough_binding:0, Alumite Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:wide_guard:0, Topaz Wide Guard
tconstruct:wide_guard:0, Malachite Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Tanzanite Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Amber Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Gold Wide Guard
tconstruct:wide_guard:0, Quartz Wide Guard
tconstruct:wide_guard:0, Diamond Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Zinc Wide Guard
tconstruct:wide_guard:0, Brass Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Aluminum Wide Guard
tconstruct:wide_guard:0, Aluminum Brass Wide Guard
tconstruct:wide_guard:0, Fairy Wide Guard
tconstruct:wide_guard:0, Pokefennium Wide Guard
tconstruct:wide_guard:0, Red Aurum Wide Guard
tconstruct:wide_guard:0, Drulloy Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:hand_guard:0, Topaz Hand Guard
tconstruct:hand_guard:0, Malachite Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Tanzanite Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Amber Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Gold Hand Guard
tconstruct:hand_guard:0, Quartz Hand Guard
tconstruct:hand_guard:0, Diamond Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Zinc Hand Guard
tconstruct:hand_guard:0, Brass Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Aluminum Hand Guard
tconstruct:hand_guard:0, Aluminum Brass Hand Guard
tconstruct:hand_guard:0, Fairy Hand Guard
tconstruct:hand_guard:0, Pokefennium Hand Guard
tconstruct:hand_guard:0, Red Aurum Hand Guard
tconstruct:hand_guard:0, Drulloy Hand Guard
tconstruct:hand_guard:0, Alumite Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:cross_guard:0, Topaz Cross Guard
tconstruct:cross_guard:0, Malachite Cross Guard
tconstruct:cross_guard:0, Peridot Cross Guard
tconstruct:cross_guard:0, Tanzanite Cross Guard
tconstruct:cross_guard:0, Ruby Cross Guard
tconstruct:cross_guard:0, Sapphire Cross Guard
tconstruct:cross_guard:0, Amber Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
